text,joy,sadness,anger,fear,surprise,neutral
"Finally, trembling with anxiety.",0,0,0,1,0,0
"Surprisingly, the uncertainty is paralyzing.",0,0,0,1,0,0
"Today, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Today, It is what it is.",0,0,0,0,0,1
"Finally, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Surprisingly, this is the best news ever.",1,0,0,0,0,0
"Surprisingly, such a heartwarming moment.",1,0,0,0,0,0
"Today, the package arrived this morning.",0,0,0,0,0,1
"In the morning, I miss them so much.",0,1,0,0,0,0
"Today, what a turn of events!",0,0,0,0,1,0
"Lately, I am going to the store.",0,0,0,0,0,1
"Lately, Infuriated by the incompetence.",0,0,1,0,0,0
"Usually, the weather is mild today.",0,0,0,0,0,1
"Today, Is this for real? I'm shocked!",0,0,0,0,1,0
"To be honest, everything is going perfectly.",1,0,0,0,0,0
"Finally, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Surprisingly, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Today, Infuriated by the incompetence.",0,0,1,0,0,0
"Usually, feeling very grateful and happy.",1,0,0,0,0,0
"Lately, I never saw that coming.",0,0,0,0,1,0
"In the morning, I'm pleasantly surprised!",0,0,0,0,1,0
"Usually, simply amazing and unexpected.",0,0,0,0,1,0
"Usually, I feel absolutely wonderful.",1,0,0,0,0,0
"Usually, a standard procedure was applied.",0,0,0,0,0,1
"In the morning, I've had enough of this nonsense.",0,0,1,0,0,0
"Actually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Lately, who would have thought?",0,0,0,0,1,0
"In the morning, I feel absolutely wonderful.",1,0,0,0,0,0
"To be honest, what a delightful surprise!",1,0,0,0,0,0
"Finally, the uncertainty is paralyzing.",0,0,0,1,0,0
"Today, stop bothering me right now.",0,0,1,0,0,0
"Today, I'm losing my patience.",0,0,1,0,0,0
"Surprisingly, I'm absolutely stunned.",0,0,0,0,1,0
"Actually, I feel absolutely wonderful.",1,0,0,0,0,0
"Surprisingly, oh my god, i didn't expect that!",0,0,0,0,1,0
"Lately, don't push me any further.",0,0,1,0,0,0
"Finally, panic is setting in.",0,0,0,1,0,0
"To be honest, I have a bad feeling about this.",0,0,0,1,0,0
"Today, wow! that's incredible.",0,0,0,0,1,0
"Usually, that loud noise startled me.",0,0,0,1,0,0
"Finally, Instructions are followed step by step.",0,0,0,0,0,1
"Usually, who would have thought?",0,0,0,0,1,0
"Lately, what a beautiful day to be alive.",1,0,0,0,0,0
"In the morning, oh my god, i didn't expect that!",0,0,0,0,1,0
"To be honest, everything feels so grey and hopeless.",0,1,0,0,0,0
"Usually, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Surprisingly, I've had enough of this nonsense.",0,0,1,0,0,0
"Lately, I'm so proud of this achievement.",1,0,0,0,0,0
"Lately, I'm so sorry to hear that.",0,1,0,0,0,0
"To be honest, this is a major revelation.",0,0,0,0,1,0
"Today, what a turn of events!",0,0,0,0,1,0
"In the morning, such a heartwarming moment.",1,0,0,0,0,0
"Finally, I'm really scared about the future.",0,0,0,1,0,0
"Today, life is grand!",1,0,0,0,0,0
"Lately, unbelievable, just unbelievable.",0,0,0,0,1,0
"Lately, Instructions are followed step by step.",0,0,0,0,0,1
"Lately, I can't believe they did that to me.",0,0,1,0,0,0
"Actually, success at last, i'm thrilled!",1,0,0,0,0,0
"Today, my jaw dropped when i saw it.",0,0,0,0,1,0
"Surprisingly, such a heartwarming moment.",1,0,0,0,0,0
"Lately, a heavy heart today.",0,1,0,0,0,0
"Lately, wow! that's incredible.",0,0,0,0,1,0
"Today, I'm losing my patience.",0,0,1,0,0,0
"Actually, deeply saddened by the news.",0,1,0,0,0,0
"Surprisingly, pure bliss and happiness.",1,0,0,0,0,0
"To be honest, what a turn of events!",0,0,0,0,1,0
"Actually, I've had enough of this nonsense.",0,0,1,0,0,0
"Actually, It's a very lonely day.",0,1,0,0,0,0
"Actually, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, I'm speechless, what a surprise.",0,0,0,0,1,0
"Finally, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Finally, a constant state of dread.",0,0,0,1,0,0
"Today, the sun rises in the east.",0,0,0,0,0,1
"Actually, the report is due on monday.",0,0,0,0,0,1
"Finally, that loud noise startled me.",0,0,0,1,0,0
"Usually, I feel so vulnerable and scared.",0,0,0,1,0,0
"In the morning, I'm seething with rage.",0,0,1,0,0,0
"Surprisingly, this is completely unacceptable.",0,0,1,0,0,0
"Finally, don't push me any further.",0,0,1,0,0,0
"Today, I am so happy today!",1,0,0,0,0,0
"Surprisingly, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, I'm absolutely stunned.",0,0,0,0,1,0
"In the morning, panic is setting in.",0,0,0,1,0,0
"To be honest, the darkness is frightening.",0,0,0,1,0,0
"Finally, I'm seething with rage.",0,0,1,0,0,0
"In the morning, I'm speechless, what a surprise.",0,0,0,0,1,0
"Today, that loud noise startled me.",0,0,0,1,0,0
"Actually, I am going to the store.",0,0,0,0,0,1
"Finally, what a beautiful day to be alive.",1,0,0,0,0,0
"Actually, cold shivers down my spine.",0,0,0,1,0,0
"Usually, I've had enough of this nonsense.",0,0,1,0,0,0
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, the temperature remains constant.",0,0,0,0,0,1
"Today, Instructions are followed step by step.",0,0,0,0,0,1
"Surprisingly, success at last, i'm thrilled!",1,0,0,0,0,0
"Lately, who would have thought?",0,0,0,0,1,0
"Actually, this makes my blood boil.",0,0,1,0,0,0
"Actually, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, this makes my blood boil.",0,0,1,0,0,0
"Surprisingly, It's been a tough day.",0,1,0,0,0,0
"Lately, this is completely unacceptable.",0,0,1,0,0,0
"Today, a standard procedure was applied.",0,0,0,0,0,1
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Lately, Instructions are followed step by step.",0,0,0,0,0,1
"In the morning, completely blindsided by this.",0,0,0,0,1,0
"Actually, this makes my blood boil.",0,0,1,0,0,0
"Finally, deeply saddened by the news.",0,1,0,0,0,0
"Actually, I just want to stay in bed and cry.",0,1,0,0,0,0
"Usually, It's a very lonely day.",0,1,0,0,0,0
"In the morning, pure bliss and happiness.",1,0,0,0,0,0
"Actually, the report is due on monday.",0,0,0,0,0,1
"Actually, unbelievable, just unbelievable.",0,0,0,0,1,0
"Actually, I'm so sorry to hear that.",0,1,0,0,0,0
"In the morning, the meeting started on time.",0,0,0,0,0,1
"To be honest, trembling with anxiety.",0,0,0,1,0,0
"Usually, panic is setting in.",0,0,0,1,0,0
"Finally, a standard procedure was applied.",0,0,0,0,0,1
"To be honest, I miss them so much.",0,1,0,0,0,0
"Finally, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Finally, deeply saddened by the news.",0,1,0,0,0,0
"Usually, a constant state of dread.",0,0,0,1,0,0
"Lately, cold shivers down my spine.",0,0,0,1,0,0
"To be honest, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Usually, I'm speechless, what a surprise.",0,0,0,0,1,0
"Finally, I'm over the moon with joy.",1,0,0,0,0,0
"Surprisingly, this is completely unacceptable.",0,0,1,0,0,0
"Surprisingly, the car is parked in the driveway.",0,0,0,0,0,1
"Actually, I can't believe they did that to me.",0,0,1,0,0,0
"Actually, don't push me any further.",0,0,1,0,0,0
"To be honest, that loud noise startled me.",0,0,0,1,0,0
"Today, the darkness is frightening.",0,0,0,1,0,0
"In the morning, such a heartwarming moment.",1,0,0,0,0,0
"Today, cold shivers down my spine.",0,0,0,1,0,0
"Surprisingly, a heavy heart today.",0,1,0,0,0,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, just leave me alone, i'm angry.",0,0,1,0,0,0
"Today, Instructions are followed step by step.",0,0,0,0,0,1
"In the morning, I'm so sorry to hear that.",0,1,0,0,0,0
"Finally, just leave me alone, i'm angry.",0,0,1,0,0,0
"Actually, the car is parked in the driveway.",0,0,0,0,0,1
"Finally, the meeting started on time.",0,0,0,0,0,1
"Surprisingly, oh my god, i didn't expect that!",0,0,0,0,1,0
"To be honest, I'm grinning from ear to ear.",1,0,0,0,0,0
"Lately, I miss them so much.",0,1,0,0,0,0
"Usually, feeling very grateful and happy.",1,0,0,0,0,0
"Surprisingly, everything feels so grey and hopeless.",0,1,0,0,0,0
"Lately, what a beautiful day to be alive.",1,0,0,0,0,0
"Finally, a standard procedure was applied.",0,0,0,0,0,1
"Finally, this is the best news ever.",1,0,0,0,0,0
"In the morning, what a turn of events!",0,0,0,0,1,0
"To be honest, data points were plotted on the graph.",0,0,0,0,0,1
"Usually, the book is on the table.",0,0,0,0,0,1
"Today, I'm really scared about the future.",0,0,0,1,0,0
"Lately, It's been a tough day.",0,1,0,0,0,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Surprisingly, completely blindsided by this.",0,0,0,0,1,0
"In the morning, what a turn of events!",0,0,0,0,1,0
"Finally, I'm worried sick.",0,0,0,1,0,0
"Lately, I'm over the moon with joy.",1,0,0,0,0,0
"In the morning, this makes my blood boil.",0,0,1,0,0,0
"Surprisingly, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Surprisingly, I am absolutely furious with the service.",0,0,1,0,0,0
"Today, this is a major revelation.",0,0,0,0,1,0
"Today, I feel really down lately.",0,1,0,0,0,0
"Actually, completely blindsided by this.",0,0,0,0,1,0
"Finally, the meeting started on time.",0,0,0,0,0,1
"Actually, the book is on the table.",0,0,0,0,0,1
"Finally, what a delightful surprise!",1,0,0,0,0,0
"To be honest, I'm grinning from ear to ear.",1,0,0,0,0,0
"To be honest, feeling very grateful and happy.",1,0,0,0,0,0
"Usually, success at last, i'm thrilled!",1,0,0,0,0,0
"Finally, unbelievable, just unbelievable.",0,0,0,0,1,0
"To be honest, this is so frustrating!",0,0,1,0,0,0
"In the morning, I've had enough of this nonsense.",0,0,1,0,0,0
"Usually, the report is due on monday.",0,0,0,0,0,1
"Today, feeling very grateful and happy.",1,0,0,0,0,0
"Lately, the darkness is frightening.",0,0,0,1,0,0
"Lately, the meeting started on time.",0,0,0,0,0,1
"Finally, stop bothering me right now.",0,0,1,0,0,0
"Today, the meeting started on time.",0,0,0,0,0,1
"Surprisingly, Is this for real? I'm shocked!",0,0,0,0,1,0
"Surprisingly, observations were recorded accurately.",0,0,0,0,0,1
"Actually, panic is setting in.",0,0,0,1,0,0
"Today, Is this for real? I'm shocked!",0,0,0,0,1,0
"Today, this is the best news ever.",1,0,0,0,0,0
"Usually, It is what it is.",0,0,0,0,0,1
"Lately, panic is setting in.",0,0,0,1,0,0
"Finally, heartbroken and lost.",0,1,0,0,0,0
"In the morning, don't push me any further.",0,0,1,0,0,0
"Today, the car is parked in the driveway.",0,0,0,0,0,1
"Usually, unbelievable, just unbelievable.",0,0,0,0,1,0
"In the morning, a standard procedure was applied.",0,0,0,0,0,1
"Lately, I'm over the moon with joy.",1,0,0,0,0,0
"Actually, this is completely unacceptable.",0,0,1,0,0,0
"Finally, I feel absolutely wonderful.",1,0,0,0,0,0
"Surprisingly, I feel absolutely wonderful.",1,0,0,0,0,0
"Today, a sense of melancholy surrounds me.",0,1,0,0,0,0
"In the morning, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Finally, I'm speechless, what a surprise.",0,0,0,0,1,0
"Finally, I've had enough of this nonsense.",0,0,1,0,0,0
"Actually, everything is going perfectly.",1,0,0,0,0,0
"Lately, completely blindsided by this.",0,0,0,0,1,0
"Usually, how dare they treat people this way?",0,0,1,0,0,0
"In the morning, It's a very lonely day.",0,1,0,0,0,0
"Finally, the book is on the table.",0,0,0,0,0,1
"Surprisingly, unbelievable, just unbelievable.",0,0,0,0,1,0
"Usually, this is a total disaster and i'm mad.",0,0,1,0,0,0
"To be honest, the meeting started on time.",0,0,0,0,0,1
"Finally, Is this for real? I'm shocked!",0,0,0,0,1,0
"Actually, It's a very lonely day.",0,1,0,0,0,0
"Actually, I'm so proud of this achievement.",1,0,0,0,0,0
"Surprisingly, the meeting started on time.",0,0,0,0,0,1
"Today, the car is parked in the driveway.",0,0,0,0,0,1
"Surprisingly, the report is due on monday.",0,0,0,0,0,1
"Usually, what a turn of events!",0,0,0,0,1,0
"Actually, Infuriated by the incompetence.",0,0,1,0,0,0
"Actually, the package arrived this morning.",0,0,0,0,0,1
"To be honest, this is completely unacceptable.",0,0,1,0,0,0
"Actually, what a beautiful day to be alive.",1,0,0,0,0,0
"Finally, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Today, success at last, i'm thrilled!",1,0,0,0,0,0
"Actually, a constant state of dread.",0,0,0,1,0,0
"Surprisingly, simply amazing and unexpected.",0,0,0,0,1,0
"Lately, I'm grinning from ear to ear.",1,0,0,0,0,0
"Finally, the package arrived this morning.",0,0,0,0,0,1
"Lately, unbelievable, just unbelievable.",0,0,0,0,1,0
"Actually, wow! that's incredible.",0,0,0,0,1,0
"Surprisingly, how dare they treat people this way?",0,0,1,0,0,0
"Today, I'm afraid of what might happen next.",0,0,0,1,0,0
"Actually, loneliness is a silent companion.",0,1,0,0,0,0
"In the morning, a heavy heart today.",0,1,0,0,0,0
"Actually, pure bliss and happiness.",1,0,0,0,0,0
"Actually, stop bothering me right now.",0,0,1,0,0,0
"To be honest, just leave me alone, i'm angry.",0,0,1,0,0,0
"Usually, this is completely unacceptable.",0,0,1,0,0,0
"To be honest, I'm grinning from ear to ear.",1,0,0,0,0,0
"Usually, data points were plotted on the graph.",0,0,0,0,0,1
"Usually, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Surprisingly, what a turn of events!",0,0,0,0,1,0
"Actually, who would have thought?",0,0,0,0,1,0
"Actually, I'm absolutely stunned.",0,0,0,0,1,0
"Today, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"In the morning, oh my god, i didn't expect that!",0,0,0,0,1,0
"Usually, I am so happy today!",1,0,0,0,0,0
"Lately, I will be there in ten minutes.",0,0,0,0,0,1
"In the morning, who would have thought?",0,0,0,0,1,0
"Usually, the darkness is frightening.",0,0,0,1,0,0
"Finally, It is what it is.",0,0,0,0,0,1
"Lately, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Surprisingly, don't push me any further.",0,0,1,0,0,0
"Actually, the weather is mild today.",0,0,0,0,0,1
"Finally, the uncertainty is paralyzing.",0,0,0,1,0,0
"Today, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Today, I'm speechless, what a surprise.",0,0,0,0,1,0
"Today, the report is due on monday.",0,0,0,0,0,1
"Today, I don't want to go in there alone.",0,0,0,1,0,0
"Surprisingly, what a turn of events!",0,0,0,0,1,0
"Finally, I am absolutely furious with the service.",0,0,1,0,0,0
"Finally, I'm grinning from ear to ear.",1,0,0,0,0,0
"Surprisingly, I'm so sorry to hear that.",0,1,0,0,0,0
"Lately, I'm grinning from ear to ear.",1,0,0,0,0,0
"To be honest, unbelievable, just unbelievable.",0,0,0,0,1,0
"Today, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Today, this is a major revelation.",0,0,0,0,1,0
"Actually, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Usually, the darkness is frightening.",0,0,0,1,0,0
"Surprisingly, I'm really scared about the future.",0,0,0,1,0,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Today, I just want to stay in bed and cry.",0,1,0,0,0,0
"Usually, I am so happy today!",1,0,0,0,0,0
"Finally, panic is setting in.",0,0,0,1,0,0
"In the morning, this is completely unacceptable.",0,0,1,0,0,0
"Actually, such a heartwarming moment.",1,0,0,0,0,0
"Today, I'm losing my patience.",0,0,1,0,0,0
"In the morning, trembling with anxiety.",0,0,0,1,0,0
"To be honest, I'm really scared about the future.",0,0,0,1,0,0
"Usually, this is completely unacceptable.",0,0,1,0,0,0
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"Surprisingly, Is this for real? I'm shocked!",0,0,0,0,1,0
"Lately, It's a very lonely day.",0,1,0,0,0,0
"Today, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Actually, completely blindsided by this.",0,0,0,0,1,0
"Lately, It's been a tough day.",0,1,0,0,0,0
"In the morning, oh my god, i didn't expect that!",0,0,0,0,1,0
"Today, I feel absolutely wonderful.",1,0,0,0,0,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Actually, It's been a tough day.",0,1,0,0,0,0
"Today, just leave me alone, i'm angry.",0,0,1,0,0,0
"Usually, a heavy heart today.",0,1,0,0,0,0
"Finally, completely blindsided by this.",0,0,0,0,1,0
"Usually, the temperature remains constant.",0,0,0,0,0,1
"In the morning, I'm worried sick.",0,0,0,1,0,0
"Surprisingly, I've had enough of this nonsense.",0,0,1,0,0,0
"Usually, panic is setting in.",0,0,0,1,0,0
"In the morning, the car is parked in the driveway.",0,0,0,0,0,1
"Usually, my jaw dropped when i saw it.",0,0,0,0,1,0
"To be honest, a standard procedure was applied.",0,0,0,0,0,1
"Finally, the weather is mild today.",0,0,0,0,0,1
"Lately, I miss them so much.",0,1,0,0,0,0
"To be honest, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Surprisingly, everything is going perfectly.",1,0,0,0,0,0
"Finally, I feel really down lately.",0,1,0,0,0,0
"Actually, utterly outraged by the lack of respect.",0,0,1,0,0,0
"To be honest, nightmares are haunting me.",0,0,0,1,0,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"In the morning, the package arrived this morning.",0,0,0,0,0,1
"To be honest, the book is on the table.",0,0,0,0,0,1
"Finally, completely blindsided by this.",0,0,0,0,1,0
"Today, unbelievable, just unbelievable.",0,0,0,0,1,0
"Today, feeling quite blue and isolated.",0,1,0,0,0,0
"Usually, completely blindsided by this.",0,0,0,0,1,0
"To be honest, my jaw dropped when i saw it.",0,0,0,0,1,0
"Usually, everything feels so grey and hopeless.",0,1,0,0,0,0
"Usually, everything feels so grey and hopeless.",0,1,0,0,0,0
"Finally, I will be there in ten minutes.",0,0,0,0,0,1
"Today, don't push me any further.",0,0,1,0,0,0
"Usually, simply amazing and unexpected.",0,0,0,0,1,0
"Lately, I can't believe they did that to me.",0,0,1,0,0,0
"Today, I'm worried sick.",0,0,0,1,0,0
"In the morning, everything feels so grey and hopeless.",0,1,0,0,0,0
"Surprisingly, I'm losing my patience.",0,0,1,0,0,0
"Finally, just leave me alone, i'm angry.",0,0,1,0,0,0
"Finally, It is what it is.",0,0,0,0,0,1
"Usually, I just want to stay in bed and cry.",0,1,0,0,0,0
"Usually, this is a major revelation.",0,0,0,0,1,0
"To be honest, It's a very lonely day.",0,1,0,0,0,0
"To be honest, I feel really down lately.",0,1,0,0,0,0
"In the morning, I will be there in ten minutes.",0,0,0,0,0,1
"Today, such a heartwarming moment.",1,0,0,0,0,0
"Surprisingly, the meeting started on time.",0,0,0,0,0,1
"Actually, a standard procedure was applied.",0,0,0,0,0,1
"Actually, pure bliss and happiness.",1,0,0,0,0,0
"Finally, I feel so vulnerable and scared.",0,0,0,1,0,0
"To be honest, I feel so vulnerable and scared.",0,0,0,1,0,0
"Usually, I've had enough of this nonsense.",0,0,1,0,0,0
